date,close,volume,open,high,low
2/3/2016,66.27,12315270,67.31,67.5,65.07
2/2/2016,66.86,13585050,67.3,67.84,66.28
2/1/2016,67.5,14564690,65.91,67.93,65.89
1/29/2016,66.36,16430810,64.75,66.53,64.74
1/28/2016,64.22,11273040,64.03,64.51,63.43
1/27/2016,63.95,10213800,64.1,65.18,63.89
1/26/2016,64,9438146,63.36,64.47,63.26
1/25/2016,63.45,12800770,62.78,63.82,62.55
1/22/2016,62.69,9188005,62.44,63.26,62.13
1/21/2016,61.88,12084100,60.98,62.79,60.91
1/20/2016,60.84,17367770,61.8,62.33,60.2
1/19/2016,62.56,13038220,62.25,62.8,62.01
1/15/2016,61.93,15168420,61.55,62.47,61.26
1/14/2016,63.06,12933560,62,63.62,61.82
1/13/2016,61.92,13719970,63.73,63.73,61.83
1/12/2016,63.62,12186280,64.38,64.73,63.431
1/11/2016,64.22,12652520,63.76,64.465,63.625
1/8/2016,63.54,17743390,65.08,65.41,63.41
1/7/2016,65.03,26423190,62.97,65.23,62.92
1/6/2016,63.55,16558350,62.48,63.95,62.47
1/5/2016,62.92,13316820,62.03,63.05,61.85
1/4/2016,61.46,11980320,60.5,61.49,60.36
12/31/2015,61.3,6574441,61.33,61.72,61.17
12/30/2015,61.68,5715732,61.66,61.87,61.49
12/29/2015,61.61,7882743,61,61.75,60.98
12/28/2015,60.75,5420834,60.58,60.97,60.5
12/24/2015,60.83,2483121,60.78,61.1,60.68
12/23/2015,61.09,7511797,61,61.12,60.44
12/22/2015,60.54,9254569,59.79,60.7,59.61
12/21/2015,59.55,9644889,58.82,59.58,58.67
12/18/2015,58.85,16234300,58.93,59.4,58.75
12/17/2015,58.98,12961740,60.33,60.33,58.97
12/16/2015,60.3,9944355,60.11,60.65,59.7
12/15/2015,59.64,14614190,60.64,60.84,59.57
12/14/2015,60.39,14508370,59.3,60.44,59.07
12/11/2015,59.36,9736793,59.05,59.53,58.81
12/10/2015,59.56,11359100,59.13,60.09,59.09
12/9/2015,59.13,8981980,59.26,60.11,58.9
12/8/2015,59.61,10376840,60.07,60.49,59.5
12/7/2015,60.5,11595470,59.57,60.73,59.57
12/4/2015,59.66,10433970,59.05,59.85,59.03
12/3/2015,59.04,15843880,58.69,59.66,58.595
12/2/2015,58.35,13586070,58.61,59.29,58.315
12/1/2015,58.99,12196380,59.13,59.29,58.65
11/30/2015,58.84,14856320,59.87,60.06,58.73
11/27/2015,59.89,5340915,60.44,60.69,59.87
11/25/2015,60.24,7820553,60,60.71,59.875
11/24/2015,59.92,12450230,59.95,60.415,59.86
11/23/2015,60.26,10573840,60.29,60.735,59.88
11/20/2015,60.07,12226860,60.98,61.47,60.02
11/19/2015,60.7,11565070,61.12,61.36,60.43
11/18/2015,60.93,14851760,60.04,61.07,59.55
11/17/2015,59.92,24645760,59.34,60.9,59.2
11/16/2015,57.87,13253360,56.39,58.03,56.36
11/13/2015,56.42,12506870,56.74,57.06,56.3
11/12/2015,56.95,9536696,57.64,57.77,56.92
11/11/2015,57.58,8688582,58.5,58.73,57.47
11/10/2015,58.68,7608698,58.31,58.71,58.31
11/9/2015,58.49,8436621,58.5,58.78,58.02
11/6/2015,58.78,9976531,58.92,59.2,58.31
11/5/2015,58.61,8854577,58.51,58.98,58.42
11/4/2015,58.37,10055560,58.58,58.76,58.19
11/3/2015,58.11,10251470,57.57,58.33,57.53
11/2/2015,57.61,10715170,57.29,57.61,56.77
10/30/2015,57.24,15798940,57.73,58.12,57.24
10/29/2015,57.96,12842250,57.72,58.12,57.48
10/28/2015,57.64,11827180,57.66,57.72,57.16
10/27/2015,57.48,10505050,58.01,58.04,57.38
10/26/2015,58.02,10832070,58.4,58.45,57.97
10/23/2015,58.3,13037820,59.19,59.28,58.22
10/22/2015,58.9,14576990,58.94,59.96,58.64
10/21/2015,58.64,13134870,58.8,59.035,58.57
10/20/2015,58.75,10419870,58.86,59,58.57
10/19/2015,58.85,17802240,58.79,59.3,58.5
10/16/2015,58.89,25898570,59.47,59.49,58.37
10/15/2015,59.33,46220110,59.7,60.47,58.61
10/14/2015,60.03,80751840,66.61,67.95,60.02
10/13/2015,66.73,8814695,66.62,66.94,66.26
10/12/2015,66.93,5643470,66.67,67,66.58
10/9/2015,66.69,6748858,66.94,67.02,66.505
10/8/2015,66.88,5943893,66.23,66.986,66.15
10/7/2015,66.36,7182829,65.84,66.36,65.77
10/6/2015,65.68,7389972,65.54,65.95,65.18
10/5/2015,65.87,6271449,65.21,65.92,65.14
10/2/2015,64.98,7081729,63.76,64.98,63.41
10/1/2015,64.27,7836339,64.76,64.94,63.875
9/30/2015,64.84,7978468,64.43,64.94,63.93
9/29/2015,63.78,7639949,63.75,64.04,63.234
9/28/2015,63.66,9393756,63.6,63.95,63.48
9/25/2015,63.78,7163040,64.07,64.46,63.62
9/24/2015,63.83,6955350,63.36,63.975,63.3
9/23/2015,63.72,5873812,63.72,63.9299,63.115
9/22/2015,63.59,8800573,63.23,63.82,62.915
9/21/2015,63.72,7118771,63.75,64,63.37
9/18/2015,63.34,12872210,63.75,64.23,63.26
9/17/2015,64.47,7060649,64.7,65.29,64.16
9/16/2015,64.69,5624164,64.6,64.765,64.05
9/15/2015,64.32,6807579,64.48,64.7,64.05
9/14/2015,64.28,6905535,64.65,64.67,63.82
9/11/2015,64.65,8058905,64.18,64.68,63.99
9/10/2015,64.12,14523080,64.07,64.65,63.83
9/9/2015,65.12,9457162,66.86,67.01,65.01
9/8/2015,66.38,17655850,65.23,66.5,65.18
9/4/2015,63.89,9191591,64.07,64.3,63.51
9/3/2015,64.86,8509362,64.72,65.01,64.39
9/2/2015,64.44,9502505,64.59,64.94,64.06
9/1/2015,63.82,13392910,63.8,64.315,63.27
8/31/2015,64.73,8174452,64.82,65,64.29
8/28/2015,64.94,14302510,66.09,66.12,64.45
8/27/2015,66.08,13775110,65.32,66.1799,64.95
8/26/2015,64.83,13904110,64.23,64.85,63.02
8/25/2015,63.1,14641990,65.45,65.71,63
8/24/2015,63.95,22239180,63.74,66.16,61.5
8/21/2015,66.54,15688810,67.91,68.31,66.54
8/20/2015,68.43,9850978,68.08,69.3,67.94
8/19/2015,68.57,16329210,68.87,69.39,67.77
