date,close,volume,open,high,low
3/1/2016,42.51,2335863,42.34,42.63,42.08
2/29/2016,42.06,2919318,42.01,42.45,42
2/26/2016,42.08,1706054,42.8,43.03,42.01
2/25/2016,42.48,2725944,42.1,42.5,41.94
2/24/2016,41.98,1708414,41.64,42.015,41.27
2/23/2016,41.92,1537888,41.77,42.09,41.745
2/22/2016,41.91,2427491,42,42.15,41.65
2/19/2016,41.84,2207777,41.64,41.91,41.16
2/18/2016,41.76,1698916,41.72,42,41.4
2/17/2016,41.7,2630354,42,42.14,41.7
2/16/2016,41.77,3219714,41.8,41.98,41.19
2/12/2016,41.6,3917773,41.45,41.72,41.08
2/11/2016,40.26,2877220,39.65,40.5,39.4969
2/10/2016,40.24,2854380,39.77,40.625,39.6
2/9/2016,39.7,3853909,38.83,40,38.68
2/8/2016,39.13,3771564,39.11,39.32,38.24
2/5/2016,39.39,3055808,40.08,40.5,39.24
2/4/2016,40.03,3594810,40.94,41.07,39.81
2/3/2016,41.13,2911209,40.99,41.23,40.36
2/2/2016,40.91,2865733,41.49,41.61,40.845
2/1/2016,41.98,3709824,41.52,42.14,41.36
1/29/2016,41.64,5492276,40.63,41.81,40.56
1/28/2016,40.11,2743013,39.48,40.52,39.26
1/27/2016,39.34,2441190,39.34,40.05,38.98
1/26/2016,39.5,2109174,39.26,39.83,39.03
1/25/2016,39.08,4131337,39.9,40,38.925
1/22/2016,40.25,3257590,39.67,40.325,39.4
1/21/2016,39.25,3774695,39.25,39.42,38.68
1/20/2016,38.7,3713373,38.47,38.91,37.97
1/19/2016,38.87,4538417,39.25,39.41,38.715
1/15/2016,39.04,4099282,39.12,39.37,38.4
1/14/2016,40.03,3010232,39.56,40.255,39.315
1/13/2016,39.53,2357925,40.8,40.91,39.48
1/12/2016,40.69,2700162,40.49,40.78,40.2203
1/11/2016,40.19,3426316,40.64,40.827,39.795
1/8/2016,40.56,7678774,40.57,40.83,40.09
1/7/2016,40.36,5216242,41.19,41.61,40.17
1/6/2016,41.79,6379736,41.17,42.09,41.01
1/5/2016,41.57,3322392,41.6,41.85,41.39
1/4/2016,41.54,4244879,41.69,41.93,41.05
12/31/2015,42.16,1957478,42.33,42.61,41.745
12/30/2015,42.59,2020988,42.54,42.91,42.43
12/29/2015,42.7,1735886,42.4,42.89,42.39
12/28/2015,42.37,2071746,42,42.385,41.93
12/24/2015,42.13,1503645,42.41,42.48,42.04
12/23/2015,42.42,4093212,41.44,42.66,41.38
12/22/2015,41.43,5334883,41.17,41.84,40.97
12/21/2015,40.99,4511841,40.96,41.305,40.62
12/18/2015,40.59,6318929,40.3,41.07,40.27
12/17/2015,40.63,2424632,40.7,41.11,40.27
12/16/2015,40.8,4163335,40.12,41.09,39.94
12/15/2015,39.61,3368878,39.64,39.92,39.28
12/14/2015,39.29,3847169,39.37,39.74,38.97
12/11/2015,39.31,2780319,39.83,39.95,39.07
12/10/2015,40.32,1608816,40.34,40.71,40.01
12/9/2015,40.4,3449452,40.24,40.86,39.97
12/8/2015,40.56,2864352,40.44,40.59,40.01
12/7/2015,40.77,2184467,41.13,41.36,40.525
12/4/2015,41.15,3112905,40.38,41.17,40.105
12/3/2015,40,4107081,41.2,41.46,39.78
12/2/2015,40.81,2158621,40.83,41.11,40.56
12/1/2015,40.89,3199236,41.12,41.66,40.79
11/30/2015,40.93,3247234,41.5,41.65,40.92
11/27/2015,41.65,1234161,41.64,41.7775,41.45
11/25/2015,41.61,1576328,41.57,41.775,41.43
11/24/2015,41.55,3076641,41.24,41.7,40.91
11/23/2015,41.59,2751147,40.9,41.7,40.9
11/20/2015,40.85,2235676,41.32,41.61,40.77
11/19/2015,41.1,2954147,41.14,41.26,40.77
11/18/2015,40.93,6856559,39.9,41.46,39.89
11/17/2015,39.36,1864500,39.89,39.99,39.25
11/16/2015,39.77,2385072,38.87,39.79,38.68
11/13/2015,38.84,4048872,39.16,39.37,38.57
11/12/2015,39.21,4778857,40.51,40.58,39.19
11/11/2015,40.89,1438295,41.25,41.36,40.845
11/10/2015,41.15,2997326,41.27,41.77,41.05
11/9/2015,41.32,4649865,40.51,41.44,40.51
11/6/2015,40.69,2029005,41.01,41.16,40.1
11/5/2015,41.26,2222141,41.06,41.37,40.88
11/4/2015,41.02,2452632,41.05,41.28,40.925
11/3/2015,40.96,2456335,40.93,41.13,40.51
11/2/2015,40.91,3187503,41.1,41.73,40.67
10/30/2015,40.55,1993966,40.6,41.09,40.42
10/29/2015,40.7,1527836,40.29,40.84,40.2
10/28/2015,40.44,2904319,40.35,40.86,40.04
10/27/2015,40.52,2429222,41.06,41.25,40.17
10/26/2015,41.37,3923546,41.3,41.58,41.11
10/23/2015,41.28,3984890,42.58,42.58,41.16
10/22/2015,42.39,3409840,41.48,42.45,41.48
10/21/2015,41.3,2256523,41.19,41.43,40.94
10/20/2015,41.07,1743053,41.63,41.7,41
10/19/2015,41.59,2227955,41.73,41.83,41.47
10/16/2015,41.69,3088633,41.51,41.78,41.35
10/15/2015,41.33,2696965,40.98,41.37,40.85
10/14/2015,40.72,1890337,41.56,41.74,40.63
10/13/2015,41.51,2457192,41.87,42.165,41.49
10/12/2015,42.04,1663836,41.78,42.06,41.45
10/9/2015,41.76,2666618,41.78,42.27,41.66
10/8/2015,41.77,2879274,40.93,41.81,40.63
10/7/2015,40.94,4332696,41.92,42.05,40.65
10/6/2015,41.91,3387761,42.32,42.5,41.55
10/5/2015,42.36,7464581,41.99,42.53,41.89
10/2/2015,41.83,3492525,40.58,41.87,40.32
10/1/2015,40.91,4217337,40.48,41.12,40.26
9/30/2015,40.51,3418124,40.49,40.7525,40.2
9/29/2015,40.06,4653742,40.52,40.53,39.63
9/28/2015,40.42,3903921,41.25,41.41,40.3
9/25/2015,41.53,5278494,41.37,42.36,40.91
9/24/2015,41.07,10792470,39.21,41.22,39.21
9/23/2015,39.5,7850487,39.56,39.82,39.221
9/22/2015,39.4,13021350,41.76,41.76,39.04
9/21/2015,42.4,3925348,42.56,42.69,41.975
9/18/2015,42.22,4659035,42.42,42.885,42.13
9/17/2015,42.75,1967066,42.55,43.26,42.35
9/16/2015,42.48,2045277,41.95,42.59,41.76
9/15/2015,41.86,2753823,41.5,41.91,41.29
9/14/2015,41.34,2141718,41.62,41.66,41.24
9/11/2015,41.67,2080308,41.05,41.685,40.91
9/10/2015,41.15,2422544,41.18,41.575,40.99
9/9/2015,41.13,2278211,42.05,42.17,41.02
9/8/2015,41.74,3305159,41.89,41.95,41.2325
9/4/2015,41.23,2654086,41.35,41.46,41.02
9/3/2015,41.72,6059585,41.16,42.07,41.16
9/2/2015,41.1,4047042,41.3,41.33,40.775
9/1/2015,40.87,4030792,40.98,41.38,40.6
8/31/2015,41.68,3094419,41.7,41.99,41.44
8/28/2015,41.73,3720875,41.72,42.115,41.425
8/27/2015,41.9,3446430,42.03,42.19,41.22
8/26/2015,41.79,3635740,41.15,41.9,40.61
8/25/2015,40.34,4564930,42.26,42.26,40.32
8/24/2015,41.49,5781963,41.3,42.11,39.86
8/21/2015,42.99,3502938,43.74,43.83,42.98
8/20/2015,43.95,1534135,44.14,44.45,43.85
8/19/2015,44.53,1463991,44.65,44.85,44.335
