date,close,volume,open,high,low
11/19/2015,87.04,6145208,87.08,87.23,85.95
11/18/2015,87.11,5386861,85.74,87.75,85.62
11/17/2015,85.1,5275200,84.37,85.95,83.12
11/16/2015,84.35,3602531,83.59,84.57,83.1
11/13/2015,83.78,4647890,83.55,85.09,83.52
11/12/2015,83.95,5392822,83.83,84.81,83.15
11/11/2015,84.37,4701996,85.48,85.48,84.11
11/10/2015,84.84,5487290,85.67,86.31,84.495
11/9/2015,86.17,9109032,85.73,89.1,83.99
11/6/2015,85.98,6826516,87,87.21,85.465
11/5/2015,87.21,6426735,88.29,88.51,87
11/4/2015,88.19,4715516,89.2,89.44,87.85
11/3/2015,88.7,4957728,88.96,89.3399,88.48
11/2/2015,89.1,5365596,89.36,89.755,88.58
10/30/2015,89.35,5603135,90.87,91.17,89.19
10/29/2015,90.52,5298602,90.03,91.51,89.76
10/28/2015,90.1,7342856,90.75,91.39,89.1439
10/27/2015,90.24,9804138,94.2,94.2,90.22
10/26/2015,95.17,4680555,96.62,97.185,95.01
10/23/2015,96.92,4949090,97.42,98.26,96.16
10/22/2015,97.01,6934985,96.51,97.565,95.54
10/21/2015,93.41,4248448,94.3,94.88,93.19
10/20/2015,93.74,3384710,92.71,94.23,92.1401
10/19/2015,92.71,3991917,92.56,92.79,91.55
10/16/2015,92.94,4585792,94.63,94.73,92.55
10/15/2015,94.26,3276232,93.67,94.53,93
10/14/2015,92.91,5326338,93.44,93.75,92.6
10/13/2015,93.8,3548837,94.44,95.25,93.75
10/12/2015,95.26,5480176,96.76,97,94.2
10/9/2015,97.04,4439144,97.75,98.28,96.17
10/8/2015,97.05,4137791,94.57,97.29,94.49
10/7/2015,95.11,4273241,94.21,96.25,93.746
10/6/2015,93.39,3810954,93.81,94.09,93.16
10/5/2015,93.71,5263624,91.73,94.09,91.62
10/2/2015,91.9,5338029,88.75,91.93,88.56
10/1/2015,90.4,6920989,89.24,90.64,89.108
9/30/2015,88.41,5211989,87.9,88.53,86.99
9/29/2015,86.55,4937643,85.24,86.65,84.94
9/28/2015,84.97,5437819,85.68,86.66,84.85
9/25/2015,86.59,5357074,86.25,87.32,85.58
9/24/2015,84.83,5545948,84.77,85.212,83.87
9/23/2015,85.68,3441541,86.4,87.04,85.49
9/22/2015,86.67,4766758,86.97,87.06,85.64
9/21/2015,88.25,4682420,87.97,89.34,87.655
9/18/2015,87.78,7384610,88.6,89.055,87.58
9/17/2015,89.72,4462311,89.325,91.16,89.31
9/16/2015,89.79,5988450,87.92,90.16,87.9
9/15/2015,87.98,5070338,86.18,88.1901,85.94
9/14/2015,85.73,4478105,86.52,86.52,85.53
9/11/2015,86.12,5093920,87.08,87.08,85.74
9/10/2015,87.1,4141862,86.9,87.58,86.5
9/9/2015,86.95,5162201,88.35,89.07,86.77
9/8/2015,87.86,8128382,87,88.03,86.5
9/4/2015,84.78,5643358,85,85.75,84.45
9/3/2015,85.7,6070816,85.94,86.37,85.49
9/2/2015,85.11,6914751,84.36,85.12,83.16
9/1/2015,83.38,5580926,83.63,84.5,83
8/31/2015,85.74,5359315,86.9,87.08,85.73
8/28/2015,86.89,5653688,86.1,87.19,86.008
8/27/2015,86.28,10741540,84.35,86.33,84.14
8/26/2015,84.1,12366830,82.625,84.31,81.73
8/25/2015,80.56,9191670,85.2,85.25,80.51
8/24/2015,82.66,10316410,81.18,85.19,79.31
8/21/2015,86.45,9589449,88.36,88.89,86.41
8/20/2015,89.32,8293423,90.62,90.85,89.32
8/19/2015,92.16,3899351,92.25,93.09,91.88
